,pelicula_id,compañia,recaudacion
34613,39451,Dreamworks Pictures,310650585.0
34614,39451,Tribeca Productions,310650585.0
34621,1361,Rankin/Bass Productions,0.0
34624,48748,Zentropa Productions,0.0
34625,42323,,0.0
34627,54430,Hal Roach Studios,0.0
34633,23508,Gullane Filmes,0.0
34634,23508,Olhos de cão,0.0
34635,30914,Ibérica Filmes,0.0
34636,56402,,0.0
34639,43209,Lyara Films,2340363.0
34645,45284,Tokyo FM Broadcasting Co.,0.0
34648,29670,Solar Films inc.,0.0
34651,31654,,0.0
34653,46787,,0.0
34654,63578,Revolution Films,951179.0
34655,63578,British Broadcasting Corporation (BBC),951179.0
34658,22843,Studio Khara,41162041.0
34662,43947,Anchor Bay Films,572809.0
34663,43947,Cinetel Films,572809.0
34664,43947,Family of the Year Productions,572809.0
34671,60213,StudioCanal,0.0
34673,54293,Gentle Machine Productions LLC,0.0
34674,117258,Paramount Television,0.0
34675,117258,The Culzean Corporation,0.0
34678,12536,20th Century Fox Television,0.0
34681,46441,Fox 2000 Pictures,0.0
34683,46441,Upload Films,0.0
34693,92332,Decla-Film-Gesellschaft Holz & Co.,0.0
34694,20993,,0.0
34706,58764,Anagram Produktion,0.0
34707,27582,CBS Films,51070807.0
34708,27582,Millennium Films,51070807.0
34709,27582,Chartoff-Winkler Productions,51070807.0
34710,27582,Scared Productions,51070807.0
34711,27582,Nu Image Entertainment GmbH,51070807.0
34722,60290,StudioCanal,0.0
34725,60221,,0.0
34727,9706,Basara Pictures,0.0
34728,22620,Warner Premiere,0.0
34736,53358,FU2 Productions,0.0
34737,47533,Warner Bros. Pictures,0.0
34738,47533,Atlas Entertainment,0.0
34739,47533,Cartoon Network Studios,0.0
34740,47533,Nine/8 Entertainment,0.0
34753,47931,Zazen Produções,63027681.0
34754,47931,Globo filmes,63027681.0
34755,47931,Riofilme,63027681.0
34756,47931,Feijão Filmes,63027681.0
34765,15362,La Petite Reine,0.0
34769,15362,Remstar Productions,0.0
34797,38322,Twentieth Century Fox Film Corporation,83615414.0
34798,38322,Regency Enterprises,83615414.0
34799,38322,New Regency Pictures,83615414.0
34800,38322,The Collective Studios,83615414.0
34801,38322,Runteldat Entertainment,83615414.0
34802,38322,Friendly Films (II),83615414.0
34803,38322,Friendly Films Productions,83615414.0
34818,103751,,0.0
34819,45715,,0.0
34835,11406,,0.0
34836,16140,Warner Bros.,50710400.0
34842,49018,Alliance Films,97009150.0
34844,49018,IM Global,97009150.0
34846,49018,Stage 6 Films,97009150.0
34848,49018,Haunted Movies,97009150.0
34858,20329,Warner Bros.,30231200.0
34863,13190,Film Roman Productions,0.0
34864,13190,Electronic Arts (EA),0.0
34871,60307,Fox 2000 Pictures,72417394.0
34872,60307,Color Force,72417394.0
34875,10408,First Floor Features,0.0
34878,83651,,0.0
34880,31408,Arzu Film,0.0
34881,31402,,0.0
34882,46523,Comedy Central,8786756.0
34883,46523,Eyeworks,8786756.0
34886,29920,Tre Vänner Produktion AB,0.0
34889,29920,Swedish Film Institute,0.0
34892,29920,Film i Väst,0.0
34913,23521,Warner Bros.,0.0
34916,41446,Dimension Films,97138686.0
34918,46195,Blue Sky Studios,484635760.0
34920,46195,Twentieth Century Fox Animation,484635760.0
34934,10195,Marvel Studios,449326618.0
34937,56780,Atlas Productions,4627375.0
34941,48415,Medusa Film,65584679.0
34942,48415,Cattleya,65584679.0
34943,48415,Regione Campania,65584679.0
34944,48415,Campania Film Commission,65584679.0
34945,48415,Comune di Castellabate,65584679.0
34946,42709,Quiet Films Inc.,0.0
34947,9511,barefoot films,48720000.0
34949,51497,Universal Pictures,626137675.0
34953,51497,Original Film,626137675.0
34957,51497,One Race Productions,626137675.0
34985,32654,Universe Films Distribution,0.0
34991,46849,Gold/Miller Productions,71904.0
34992,46849,120dB Films,71904.0
34993,46849,Paradise Productions,71904.0
34994,46849,Quantum Entertainment,71904.0
34995,46849,MovieBank,71904.0
34996,46849,Galaxy Productions,71904.0
34997,39410,Toho Company,0.0
35000,1679,Toho Company,0.0
35003,1865,Walt Disney Pictures,1045713802.0
35005,1865,Jerry Bruckheimer Films,1045713802.0
35007,1865,Moving Picture Company (MPC),1045713802.0
35021,45243,Legendary Pictures,254455986.0
35023,45243,Living Films,254455986.0
35025,45243,Green Hat Films,254455986.0
35027,45243,Warner Bros.,254455986.0
35029,23116,Collective Minds Media Company,0.0
35032,23116,Microcinema International,0.0
35035,23116,Morningstar Entertainment,0.0
35038,23116,Brown & Stretic,0.0
35041,23116,The Frankfurt Group,0.0
35044,23116,Frankfurt Kurnit Klein & Selz,0.0
35047,3107,Toho Company,0.0
35051,42506,Kim Ki-Young Production,0.0
35052,42506,Hanguk Munye Yeonghwa,0.0
35055,51170,Sony Pictures Animation,0.0
35061,76171,Capital Arts Entertainment,0.0
35062,76171,Trimark Pictures,0.0
35065,49444,DreamWorks Animation,665692281.0
35067,49538,Ingenious Film Partners,353624124.0
35072,49538,Ingenious Media,353624124.0
35077,49538,Twentieth Century Fox Film Corporation,353624124.0
35082,49538,Donners' Company,353624124.0
35087,49538,Dune Entertainment,353624124.0
35092,49538,Dune Entertainment III,353624124.0
35097,49538,Marvel Entertainment,353624124.0
35102,49538,Bad Hat Harry Productions,353624124.0
35107,49538,Big Screen Productions,353624124.0
35202,50507,Win's Movie Productions Ltd.,0.0
35204,50507,"Samico Films Production Co., Ltd.",0.0
35206,50507,Golden Harvest Productions,0.0
35214,55763,,0.0
35215,15766,Toho Company,0.0
35218,55761,,0.0
35219,56272,Gato Negro Films,10.0
35222,13378,Walt Disney Pictures,0.0
35223,13378,DisneyToon Studios,0.0
35226,35688,Lions Gate Films,60072596.0
35227,35688,The Tyler Perry Company,60072596.0
35230,38356,Paramount Pictures,1123746996.0
35231,38356,Di Bonaventura Pictures,1123746996.0
35232,38356,Indochina Productions,1123746996.0
35233,38356,Hasbro Studios,1123746996.0
35242,18928,Chretien,0.0
35244,18928,Mancori,0.0
35250,55754,,0.0
35251,61546,Metro-Goldwyn-Mayer (MGM),0.0
35252,148314,,0.0
35253,55756,National Filmi Oy,0.0
35254,55759,,0.0
35255,73884,,0.0
35258,51540,New Line Cinema,117000000.0
35259,51540,Rat Entertainment,117000000.0
35262,49013,Walt Disney Pictures,559852396.0
35266,49013,Pixar Animation Studios,559852396.0
35294,45690,Sandrews,0.0
35296,96105,PM Entertainment Group,0.0
35297,68029,Maruti International,0.0
35299,68029,Reliance BIG Entertainment,0.0
35305,71982,RHI Entertainment,0.0
35306,71982,De Passe Entertainment,0.0
35307,71982,Levinson Productions,0.0
35311,16900,NFL Films,0.0
35312,16900,Intersport Television,0.0
35313,12445,Warner Bros.,1342000000.0
35315,12445,Heyday Films,1342000000.0
35325,1771,Paramount Pictures,370569774.0
35328,1771,Marvel Studios,370569774.0
35343,59115,RCR Media Group,0.0
35344,59115,Andale Pictures,0.0
35345,59115,Third Street Pictures,0.0
35352,58897,Hitit,0.0
35353,59566,Twentieth Century Fox Film Corporation,0.0
35357,54540,Walt Disney Pictures,12000000.0
35360,28039,Shaw Brothers,0.0
35364,13931,Walt Disney Pictures,0.0
35365,13931,Pixar Animation Studios,0.0
35368,41513,Columbia Pictures,563749323.0
35369,41513,Sony Pictures Animation,563749323.0
35370,41513,Kerner Entertainment Company,563749323.0
35383,67636,,0.0
35385,51765,Hallmark Entertainment,0.0
35386,51765,De Passe Entertainment,0.0
35389,12819,Lions Gate Family Entertainment,39300000.0
35391,12819,Relativity Media,39300000.0
35393,12819,Crest Animation Productions,39300000.0
35401,141055,,0.0
35402,45839,Derf Films,0.0
35403,45839,Varsity Pictures,0.0
35406,51620,Moonlighting Films,0.0
35408,51620,CC Capital Arts Entertainment SRL,0.0
35418,63943,BBC Films,3867000.0
35420,63943,Assassin Films,3867000.0
35422,61791,Ingenious Film Partners,482860185.0
35423,61791,Ingenious Media,482860185.0
35424,61791,Twentieth Century Fox Film Corporation,482860185.0
35425,61791,Dune Entertainment,482860185.0
35426,61791,Dune Entertainment III,482860185.0
35427,61791,Chernin Entertainment,482860185.0
35428,61791,Big Screen Productions,482860185.0
35450,56832,Toho Company,0.0
35451,56832,Nikkatsu,0.0
35452,56832,Shueisha,0.0
35453,56832,Horipro,0.0
35454,56832,J Storm,0.0
35455,56832,Nippon Television Network Corporation (NTV),0.0
35456,56832,Chubu-nippon Broadcasting Company,0.0
35457,56832,Hokkaido Broadcasting Co.,0.0
35458,56832,Fukuoka Broadcasting System (FBS),0.0
35459,56832,Gantz Film Partners,0.0
35460,56832,Hiroshima Telecasting (HTV),0.0
35461,56832,Miyagi Television Broadcasting,0.0
35462,56832,Shizuoka Daiichi Television,0.0
35463,56832,VAP,0.0
35464,56832,The Yomiuri Shimbun,0.0
35465,56832,Yomiuri Telecasting Corporation (YTV),0.0
35498,55779,New Line Cinema,157887643.0
35500,55779,Practical Pictures,157887643.0
35502,55779,Parallel Zide,157887643.0
35510,55465,New Line Cinema,35387212.0
35511,55465,Mandate Pictures,35387212.0
35512,38774,Twentieth Century Fox Film Corporation,0.0
35516,29484,Twentieth Century Fox Film Corporation,0.0
35520,62385,Toei Company,0.0
35521,62385,Haruki Kadokawa Films,0.0
35522,62385,Kadokawa Publishing Company,0.0
35526,56288,Dimension Films,85564310.0
35529,58151,Touchstone Pictures,24922237.0
35533,21786,Fantefilm,0.0
35537,52015,Glass Eye Pix,33245.0
35538,52015,Belladonna Productions,33245.0
35539,52015,Off Hollywood Pictures,33245.0
35552,20441,Ghost House Pictures,0.0
35554,40016,,0.0
35556,73358,Heyday Films,0.0
35557,73358,British Broadcasting Corporation (BBC),0.0
35558,73358,Carnival Films & Television,0.0
35559,73358,Masterpiece,0.0
35560,73358,Runaway Fridge TV,0.0
35571,69798,Channel 4 Television Corporation,88025781.0
35572,72914,,0.0
35574,36236,Les Productions Artistes Associés,0.0
35576,36236,Dino de Laurentiis Cinematografica,0.0
35586,76684,Maruti International,0.0
35588,38543,Rising Star,0.0
35596,38543,Premiere Picture,0.0
35604,38543,Mythic International Entertainment,0.0
35612,38543,Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I),0.0
35620,38543,Wales Creative IP Fund,0.0
35628,38543,Silver Reel,0.0
35636,38543,Perpetual Media Capital,0.0
35644,38543,Molinare Investment,0.0
35652,38543,VIP 4 Medienfonds,0.0
35660,38543,ContentFilm International,0.0
35908,24428,Paramount Pictures,1519557910.0
35909,24428,Marvel Studios,1519557910.0
35914,60935,Universal Pictures,28128670.0
35920,60935,Strike Entertainment,28128670.0
35926,60935,Morgan Creek Productions,28128670.0
35986,75969,Wiedemann & Berg Filmproduktion,0.0
35987,10005,Twentieth Century Fox Film Corporation,0.0
35993,52297,Bob Swerer Productions,0.0
35994,85766,Bob Swerer Productions,0.0
35996,72571,Paramount Pictures,205703818.0
35997,72571,Blumhouse Productions,205703818.0
35998,72571,Room 101,205703818.0
35999,72571,Solana Films,205703818.0
36000,3966,,0.0
36001,58233,Universal Pictures,160078586.0
36076,56122,Dino de Laurentiis Cinematografica,0.0
36077,56122,Carlo Ponti Cinematografica,0.0
36080,27769,,0.0
36086,94336,Schramm Film Koerner & Weber,0.0
36087,94336,Bayerischer Rundfunk (BR),0.0
36088,80607,Warner Bros.,0.0
36089,64328,Walt Disney Pictures,165184237.0
36092,50619,Summit Entertainment,712171856.0
36094,50619,Sunswept Entertainment,712171856.0
36096,50619,Total Entertainment,712171856.0
36098,50619,TSBD Canada Productions,712171856.0
36100,50619,Zohar International,712171856.0
36102,50619,Temple Hill Entertainment,712171856.0
36104,50619,TSBD Louisiana,712171856.0
36106,50619,TSBD Productions,712171856.0
36140,70590,Reliance Entertainment,25034000.0
36152,15157,Warner Premiere,0.0
36154,15157,CS2 Films,0.0
36156,15157,Dylan Sellers Productions,0.0
36158,74135,Toho Company,0.0
36159,74135,Nikkatsu,0.0
36160,74135,Shueisha,0.0
36161,74135,Nippon Television Network Corporation (NTV),0.0
36170,25834,Amalgamated Film Enterprises,0.0
36172,28118,Magic Light Pictures,0.0
36174,11625,Gaumont,0.0
36176,11625,Extrafilm,0.0
36190,9369,Extrafilm,0.0
36196,9369,Milimetros,0.0
36202,9369,Hahn Film AG,0.0
36262,9642,A. Film,0.0
36266,9642,M6 Studio,0.0
36270,9642,TPS Star,0.0
36274,9642,M6,0.0
36326,65759,Village Roadshow Pictures,150406466.0
36327,65759,Warner Bros.,150406466.0
36328,65759,Dr D Studios,150406466.0
36329,65759,Kennedy Miller Mitchell,150406466.0
36338,76163,Nu Image Films,312573423.0
36339,76163,Millennium Films,312573423.0
36344,13396,Snowman Enterprise,0.0
36349,46020,,0.0
36353,70160,Lionsgate,691210692.0
36354,70160,Color Force,691210692.0
36359,49026,Legendary Pictures,1084939099.0
36360,49026,Warner Bros.,1084939099.0
36361,49026,DC Entertainment,1084939099.0
36362,49026,Syncopy,1084939099.0
36375,49040,Universal Pictures,276572938.0
36377,49040,Dentsu,276572938.0
36379,49040,Relativity Media,276572938.0
36381,49040,"Kennedy/Marshall Company, The",276572938.0
36383,49040,Captivate Entertainment,276572938.0
36395,58574,Village Roadshow Pictures,334615000.0
36396,58574,Silver Pictures,334615000.0
36397,58574,Lin Pictures,334615000.0
36398,58574,Warner Bros.,334615000.0
36399,58574,Wigram Productions,334615000.0
36415,42450,Max Baer Productions,0.0
36416,30245,Videovision Entertainment,0.0
36418,56292,Paramount Pictures,694713380.0
36433,56292,Skydance Productions,694713380.0
36448,56292,Bad Robot,694713380.0
36463,56292,TC Productions,694713380.0
36478,56292,Revolution Sun Studios,694713380.0
36493,56292,Kontsept Film Company,694713380.0
36688,55301,Fox 2000 Pictures,342695435.0
36693,24833,Walt Disney Studios Home Entertainment,0.0
36695,24833,Key Pix Productions,0.0
36697,24833,Keystone Entertainment,0.0
36699,24833,Santa Buddies Productions,0.0
36701,74523,American Cinema International,0.0
36702,74523,ESX Productions,0.0
36703,62837,Alcon Entertainment,95404397.0
36704,62837,Arc Productions,95404397.0
36707,57353,Universal Pictures,0.0
36716,52520,Lakeshore Entertainment,160112671.0
36718,52520,Saturn Films,160112671.0
36720,52520,Screen Gems,160112671.0
36722,52520,Sketch Films,160112671.0
36724,52520,UW4 Productions,160112671.0
36746,74997,Six Entertainment,0.0
36752,71670,Raw Nerve,0.0
36758,71670,Stage 6 Films,0.0
36764,71670,RCR Media Group,0.0
36770,93164,,0.0
36774,58704,Toei Animation,0.0
36775,58704,American-International Television (AIP-TV),0.0
36784,57809,Bazelevs Production,22772019.0
36785,85317,Bazelevs Production,0.0
36786,50698,Darclight,0.0
36788,50698,Twin Engine Films,0.0
36790,50698,Digital Interference Productions,0.0
36798,48492,Huayi Brothers,51723285.0
36814,65086,Hammer Film Productions,127730736.0
36817,65086,UK Film Council,127730736.0
36820,65086,Alliance Films,127730736.0
36823,65086,Film i Väst,127730736.0
36826,65086,Talisman Productions,127730736.0
36829,65086,Cross Creek Pictures,127730736.0
36832,65086,Exclusive Media Group,127730736.0
36835,65086,Filmgate Films,127730736.0
36886,72545,New Line Cinema,355692760.0
36887,72545,Contrafilm,355692760.0
36888,72545,Walden Media,355692760.0
36895,53174,barefoot films,43000000.0
36896,53174,Béla Jarzyk Production,43000000.0
36897,29564,Capital Arts Entertainment,0.0
36899,29564,Universal Studios Home Entertainment,0.0
36901,29564,Working Title Films,0.0
36903,29564,Always Split Aces Productions,0.0
36929,74471,Indelible Productions,0.0
36933,71676,Columbia Pictures,149217355.0
36935,71676,Imagenation Abu Dhabi FZ,149217355.0
36937,71676,Marvel Entertainment,149217355.0
36939,71676,Marvel Knights,149217355.0
36941,71676,Hyde Park Entertainment,149217355.0
36943,71676,Crystal Sky Pictures,149217355.0
36945,71676,Michael De Luca Productions,149217355.0
36975,52454,The Asylum,0.0
36984,71672,Summit Entertainment,0.0
36986,71672,Constantin Film Produktion,0.0
36988,71672,Twentieth Century Fox Home Entertainment,0.0
36996,77076,American International Pictures (AIP),0.0
37002,18705,Twentieth Century Fox Film Corporation,0.0
37005,38674,Showcase Television,0.0
37006,74387,Don Carmody Productions,6483963.0
37008,74387,Caramel Films,6483963.0
37010,64688,Columbia Pictures,201585328.0
37011,64688,Original Film,201585328.0
37012,64688,Stephen J. Cannell Productions,201585328.0
37013,64688,Relativity Media,201585328.0
37014,64688,Metro-Goldwyn-Mayer (MGM),201585328.0
37025,79221,,0.0
37027,35435,Production I.G.,0.0
37031,44734,Production I.G.,0.0
37033,57165,Legendary Pictures,301000000.0
37035,57165,Thunder Road Pictures,301000000.0
37037,57165,Warner Bros.,301000000.0
37039,57165,Cott Productions,301000000.0
37041,57165,"Furia de Titanes II, A.I.E.",301000000.0
37043,26881,New World Television,0.0
37046,10679,Blind Spot Pictures Oy,8135031.0
37052,10679,27 Films Production,8135031.0
37058,10679,New Holland Pictures,8135031.0
37100,71552,Universal Pictures,234989584.0
37101,94329,Celluloid Dreams,4105187.0
37104,94329,Pt. Merantau Films,4105187.0
37107,94329,XYZ Films,4105187.0
37128,28912,Southern Cross Feature Film Company,0.0
37129,28912,Mercury Film International,0.0
37130,36228,,0.0
37134,85052,,0.0
37137,74534,Participant Media,136836156.0
37143,74534,Imagenation Abu Dhabi FZ,136836156.0
37161,86416,Columbia Pictures Corporation,0.0
37164,61410,,0.0
37166,67660,Rainforest Films,96070507.0
37168,15135,Neo Art & Logic,0.0
37171,13486,Universal Pictures,0.0
37174,13486,ApolloMovie Beteiligungs,0.0
37177,13486,Film Afrika Worldwide,0.0
37180,13486,"Sommers Company, The",0.0
37207,84177,WG Film,0.0
37209,61979,Antena 3 Films,0.0
37211,73517,,0.0
37213,14400,Wild Bunch,0.0
37221,14400,TF1 Films Production,0.0
37229,14400,Pan-Européenne,0.0
37309,41154,Amblin Entertainment,624026776.0
37310,41154,Media Magik Entertainment,624026776.0
37311,41154,Imagenation Abu Dhabi FZ,624026776.0
37312,41154,Hemisphere Media Capital,624026776.0
37313,41154,Parkes/MacDonald Productions,624026776.0
37324,58595,Universal Pictures,396600000.0
37325,58595,Roth Films,396600000.0
37330,27646,Seven Arts Pictures,0.0
37331,27646,Project 8 Films,0.0
37332,27646,Cold Fusion Media Group,0.0
37333,27646,Parallel Media,0.0
37334,27646,Voodoo Production Services,0.0
37335,70981,Twentieth Century Fox Film Corporation,403170142.0
37339,70981,Dune Entertainment,403170142.0
37343,70981,Scott Free Productions,403170142.0
37347,70981,Brandywine Productions,403170142.0
37383,111440,Preferred Content,0.0
37386,61125,Solar Films inc.,0.0
37388,85435,Parabolic Pictures,29007412.0
37390,85435,Stable Way Entertainment,29007412.0
37392,85435,Quickfire Films,29007412.0
37394,85435,Screen Australia,29007412.0
37396,85435,Screen NSW,29007412.0
37398,85435,Ingenious Broadcasting,29007412.0
37400,85435,Unthank Films,29007412.0
37402,85435,Story Bridge Films,29007412.0
37404,85435,Auburn Entertainment,29007412.0
37406,80321,DreamWorks Animation,746921274.0
37412,65421,,0.0
37413,43337,,0.0
37414,39144,Toei Animation,0.0
37416,39145,Toei Animation,0.0
37418,22855,DC Comics,0.0
37419,22855,Warner Premiere,0.0
37424,55215,Film Roman Productions,0.0
37425,55215,Starz Media,0.0
37426,55215,Electronic Arts (EA),0.0
37427,55215,Gotham Group,0.0
37428,55215,Visceral Games,0.0
37429,55215,Pumpkin Studio,0.0
37430,55215,Clemensen Capital,0.0
37431,55215,Pixtation,0.0
37448,116776,Toei Animation,0.0
37450,39100,Toei Animation,0.0
37454,13313,Walt Disney Television Animation,0.0
37456,13313,Walt Disney Animation Canada,0.0
37462,39101,Toei Animation,0.0
37466,13761,Walt Disney Pictures,0.0
37470,72105,Universal Pictures,549368315.0
37471,72105,Media Rights Capital,549368315.0
37472,72105,Fuzzy Door Productions,549368315.0
37476,77930,Extension 765,167221571.0
37477,77930,Iron Horse Entertainment (II),167221571.0
37480,39103,Toei Animation,0.0
37484,24752,Toei Animation,0.0
37490,39104,Toei Animation,0.0
37492,34433,Toei Animation,0.0
37495,1930,Columbia Pictures,752215857.0
37496,1930,Laura Ziskin Productions,752215857.0
37497,1930,Marvel Entertainment,752215857.0
37504,39105,Toei Animation,0.0
37510,23823,Constantin Film,0.0
37511,23823,Summit Entertainment,0.0
37512,23823,20th Century Fox Home Entertainment,0.0
37516,57800,Blue Sky Studios,877244782.0
37517,57800,Twentieth Century Fox Animation,877244782.0
37524,25913,Universal Studios,0.0
37527,59706,Monogram Pictures,0.0
37529,84165,Senator Film Produktion,1653792.0
37538,84165,Tempête Sous Un Crâne Productions,1653792.0
37547,84165,Focus Films,1653792.0
37556,44251,Toei Animation,0.0
37558,39106,Toei Animation,0.0
37560,39107,Toei Animation,0.0
37562,14863,Castel Film Romania,0.0
37568,56909,Medusa Film,0.0
37569,56909,Sky Cinema,0.0
37570,56909,Lotus Productions,0.0
37571,39108,Toei Animation,0.0
37575,39323,Toei Animation,0.0
37577,34125,Castel Film Romania,0.0
37581,34125,Full Moon Entertainment,0.0
37585,34125,Full Moon Studios,0.0
37601,16130,Canal Plus,0.0
37603,16130,Club d'Investissement Média,0.0
37605,16130,Dune Films,0.0
37607,80410,,0.0
37615,39324,Toei Animation,0.0
37618,68143,RKO Radio Pictures,0.0
37621,18443,Decoys Production,0.0
37622,18443,Alian Girls Films,0.0
37625,13676,DisneyToon Studios,0.0
37627,37724,Columbia Pictures,1108561013.0
37633,20106,Gaumont,0.0
37634,20106,LGM Productions,0.0
37635,20106,TF1 Films Production,0.0
37636,20106,Canal+,0.0
37637,20106,TPS Star,0.0
37638,20106,KL Production,0.0
37639,36996,Norris Brothers Entertainment,0.0
37640,36996,Washo Brothers Entertainment,0.0
37645,82650,Fox 2000 Pictures,77112176.0
37647,14128,Walt Disney Television Animation,0.0
37649,14128,Walt Disney Animation Japan,0.0
37663,71668,Dimension Films,8493728.0
37664,71668,Mark Canton Productions,8493728.0
37665,71668,Intellectual Properties Worldwide,8493728.0
37672,83660,,0.0
37673,114150,Brownstone Productions,115350426.0
37676,85341,,0.0
37680,26505,Sofica Europacorp,0.0
37681,26505,Apipoulaï,0.0
37682,26505,Avalanche Productions,0.0
37683,26505,TF1 Films Production,0.0
37684,26505,Canal+,0.0
37685,26505,EuropaCorp,0.0
37704,15895,Palo Alto Productions,8890685.0
37706,15895,Aries Cinematográfica Argentina,8890685.0
37712,28218,Aries Film International,0.0
37720,71679,Davis-Films,240159255.0
37732,85339,Columbia Broadcasting System (CBS),0.0
37734,20069,,0.0
37736,55723,Dry County Films,0.0
37737,55723,Epic Pictures Group,0.0
37738,84348,The Collective,100345.0
37739,84348,Bloody Disgusting,100345.0
37740,84348,8383 Productions,100345.0
37744,82675,Twentieth Century Fox Film Corporation,376141306.0
37747,82675,M6 Films,376141306.0
37750,82675,Canal+,376141306.0
37753,82675,Grive Productions,376141306.0
37756,82675,EuropaCorp,376141306.0
37759,82675,Ciné+,376141306.0
37798,17165,Dentsu Inc.,0.0
37801,10089,,0.0
37803,77269,,0.0
37811,82507,Alliance Films,77712439.0
37815,82507,Blumhouse Productions,77712439.0
37819,82507,IM Global,77712439.0
37823,82507,Automatik Entertainment,77712439.0
37827,82507,Possessed Pictures,77712439.0
37871,76492,Columbia Pictures,358375603.0
37872,76492,Sony Pictures Animation,358375603.0
37879,16387,British Lion Films,0.0
37880,16387,AARU Productions,0.0
37881,33390,Twentieth Century Fox Film Corporation,0.0
37886,33391,Fox Film Corporation,0.0
37891,40709,A-1 Kino Video,0.0
37895,134371,Cinema Vehicle Services,0.0
37896,134371,Atlas 2 Productions,0.0
37901,40075,Filmirage,0.0
37904,72391,Regency Enterprises,0.0
37906,72391,20th Century Fox Home Entertainment,0.0
37916,105210,Filmmakers,0.0
37922,57089,HW Two,13521829.0
37925,80280,Filmax,10158000.0
37928,117691,Anurag Kashyap Films,4100000.0
37929,117691,Jar Pictures,4100000.0
37934,99770,France 2 Cinéma,0.0
37938,99770,France 3 Cinéma,0.0
37942,99770,Lucky Red,0.0
37946,99770,Wild Bunch,0.0
37950,99770,Octagon Films,0.0
37954,99770,Fidélité Films,0.0
37958,99770,France Télévision,0.0
37962,99770,Morena Films,0.0
37966,99770,Scope Pictures,0.0
37970,99770,Orange Cinéma Séries,0.0
37974,99770,Région Wallone,0.0
37978,99770,Cinetotal,0.0
37982,99770,Les Editions Albert René,0.0
37986,99770,Saint Sébastien Froissart,0.0
37990,99770,Stunt Bros,0.0
37994,99770,Bruxelles Capitale,0.0
38126,116167,,0.0
38127,82990,Paramount Pictures,142817992.0
38128,82990,Blumhouse Productions,142817992.0
38129,82990,Room 101,142817992.0
38130,82990,Solana Films,142817992.0
38131,121823,Huayi Brothers,0.0
38135,94348,Summit Entertainment,30353232.0
38143,61012,Davis-Films,52302796.0
38145,61012,Konami Corporation Ltd.,52302796.0
38155,149763,Warner Bros.,0.0
38156,149763,NFP Marketing & Distribution,0.0
38157,149763,NFP,0.0
38158,149763,NFP media rights,0.0
38159,149763,Neue Film Produktion (NFP),0.0
38165,164753,,0.0
38166,82690,Walt Disney Animation Studios,471222889.0
38170,74545,RKO Radio Pictures,0.0
38171,97430,Arcade Pictures,15608545.0
38173,97430,Iron Fists,15608545.0
38175,35683,3rd Street Pictures,0.0
38176,35683,Third Street Pictures,0.0
38179,32694,,0.0
38182,19139,,0.0
38183,65851,Paradise F.X. Corp.,0.0
38186,78049,Alphaville Films,0.0
38187,78049,Misher Films,0.0
38188,78049,Universal 1440 Entertainment,0.0
38189,78049,"Sommers Company, The",0.0
38190,78049,A Grand Elephant,0.0
38201,12594,Artisan Entertainment,0.0
38202,12594,CTV International,0.0
38205,123025,DC Comics,0.0
38207,123025,Warner Bros. Animation,0.0
38209,123025,Warner Premiere,0.0
38211,123025,DC Entertainment,0.0
38221,50620,Summit Entertainment,829000000.0
38222,50620,Sunswept Entertainment,829000000.0
38223,50620,Temple Hill Entertainment,829000000.0
38233,85446,Summit Entertainment,140470746.0
38236,70584,Neo Art & Logic,0.0
38238,70584,Dimension Films,0.0
38240,70584,Dimension Extreme,0.0
38242,70584,Puzzlebox Films,0.0
38244,19274,Lung Cheung Company Limited,0.0
38252,13679,Les Armateurs,0.0
38253,13679,Armada Films,0.0
38260,94380,Amber Lamps,0.0
38262,49522,BBC Films,0.0
38264,49522,Screen West Midlands,0.0
38266,49522,Mirrorball Films,0.0
38274,125504,Hollywood Media Bridge,0.0
38276,125504,Warner Premiere,0.0
38278,125504,Telvan Productions,0.0
38280,125504,Digital Diva Films Canada,0.0
38282,18741,Golden Harvest Company Ltd.,0.0
38283,18741,Lo Wei Motion Picture Company,0.0
38284,93289,Gaumont International,0.0
38286,93289,alain poire,0.0
38296,25539,Golden Harvest Company,0.0
38300,10044,Golden Harvest Company,0.0
38301,10044,Golden Way Films Ltd.,0.0
38304,18707,Golden Harvest Company,0.0
38307,18707,Paragon Films Ltd.,0.0
38310,18707,Bojon Films Company Ltd.,0.0
38322,10275,,16157801.0
38324,37030,,3554460.0
38328,37032,Shaw Brothers,0.0
38332,49051,WingNut Films,1021103568.0
38334,49051,New Line Cinema,1021103568.0
38336,49051,Warner Bros. Pictures,1021103568.0
38338,49051,Metro-Goldwyn-Mayer (MGM),1021103568.0
38356,10620,China Star Entertainment,0.0
38360,10620,Win's Entertainment Ltd.,0.0
38372,117629,Lama Films,116207.0
38373,117629,United King Films,116207.0
38376,37653,Renn Productions,0.0
38377,37653,Prima Films,0.0
38378,37653,Canal+,0.0
38379,19099,Bac Films,0.0
38380,19099,Canal+,0.0
38381,19099,Région Ile-de-France,0.0
38382,19099,France 2 Cinéma,0.0
38387,28733,Erica Productions Inc.,0.0
38388,75780,Paramount Pictures,218340595.0
38389,75780,Mutual Film Company,218340595.0
38390,75780,Skydance Productions,218340595.0
38391,75780,TC Productions,218340595.0
